"id","shape_leng","shape_area","adm3_es","adm3_pcode","adm2_es","adm2_pcode","adm1_es","adm1_pcode","point_x","point_y"
165,"0.665587657911","0.00851244905687","Puerto Pilón","PA040210","Colón","PA0402","Colón","PA04","-79.7566835632","9.35478825797"
166,"0.501667459302","0.00128983694932","Sabanitas","PA040211","Colón","PA0402","Colón","PA04","-79.7996711735","9.33086859495"
167,"0.926949903821","0.0176129502765","Salamanca","PA040212","Colón","PA0402","Colón","PA04","-79.6023144151","9.38042480783"
168,"0.386441972993","0.00371347283818","San Juan","PA040213","Colón","PA0402","Colón","PA04","-79.635264386","9.23893395465"
169,"0.20770483337","0.00245766819478","Santa Rosa","PA040214","Colón","PA0402","Colón","PA04","-79.681223462","9.20451123619"
170,"2.34081869304","0.0693619743658","Coclé del Norte","PA040301","Donoso","PA0403","Colón","PA04","-80.616630554","9.01293163307"
171,"0.701272014933","0.0231653076896","El Guásimo","PA040302","Donoso","PA0403","Colón","PA04","-80.3366720443","8.99936230679"
172,"0.360582506376","0.00395230827504","Gobea","PA040303","Donoso","PA0403","Colón","PA04","-80.2414016725","9.1448099331"
173,"1.03046854282","0.0257765787096","Miguel de la Borda","PA040304","Donoso","PA0403","Colón","PA04","-80.2998733517","9.10772519224"
174,"0.52494769808","0.00278249503476","Río Indio","PA040305","Donoso","PA0403","Colón","PA04","-80.2072048185","9.07849378862"
175,"0.638737442095","0.015443760191","San José del General","PA040306","Donoso","PA0403","Colón","PA04","-80.6039926471","8.87477082313"
176,"0.154952753667","0.000528496356843","Cacique","PA040401","Portobelo","PA0404","Colón","PA04","-79.6251583102","9.602789093"
177,"0.327809156875","0.0020244817985","Garrote","PA040402","Portobelo","PA0404","Colón","PA04","-79.574966431","9.59194463815"
178,"0.404934726991","0.00189329504029","Isla Grande","PA040403","Portobelo","PA0404","Colón","PA04","-79.5483169894","9.60001161305"
179,"0.534485427784","0.00752178362245","María Chiquita","PA040404","Portobelo","PA0404","Colón","PA04","-79.6947574612","9.3978745609"
180,"1.03295136487","0.0206228381459","Portobelo","PA040405","Portobelo","PA0404","Colón","PA04","-79.6301378081","9.50525739955"
181,"0.293093582672","0.00320257959252","Cuango","PA040501","Santa Isabel","PA0405","Colón","PA04","-79.3102537859","9.52766607147"
182,"0.162834200417","0.000809872133651","Miramar","PA040502","Santa Isabel","PA0405","Colón","PA04","-79.3342835609","9.56258127836"
